#recomb_node_id	breakpoint-1_interval	breakpoint-2_interval	donor_node_id	donor_is_sibling	donor_parsimony	acceptor_node_id	acceptor_is_sibling	acceptor_parsimony	original_parsimony	min_starting_parsimony	recomb_parsimony
RECOMB_2_2_hCoV-19/Thailand/MTM_01_1228/2023|EPI_ISL_19112363|2023-12-18_hCoV-19/Pakistan/JRCGR_SCV-99_QTA-03/2021|EPI_ISL_2466732|2021-02-01_X0	(1807,1807)	(14408,15451)	hCoV-19/Pakistan/JRCGR_SCV-99_QTA-03/2021|EPI_ISL_2466732|2021-02-01	y	99	hCoV-19/Thailand/MTM_01_1228/2023|EPI_ISL_19112363|2023-12-18	y	24	15	15	3
RECOMB_2_10_hCoV-19/Botswana/R191B71_BHP_AAC91476/2022|EPI_ISL_15928238|2022-07-06_hCoV-19/New_Zealand/24YA4594/2024|EPI_ISL_19275568|2024-06-04_X0	(18894,20055)	(23423,24378)	hCoV-19/New_Zealand/24YA4594/2024|EPI_ISL_19275568|2024-06-04	y	39	hCoV-19/Botswana/R191B71_BHP_AAC91476/2022|EPI_ISL_15928238|2022-07-06	y	37	14	14	3
RECOMB_2_9_hCoV-19/Curacao/CW-RIVM-84023/2022|EPI_ISL_9530157|2022-01-12_hCoV-19/Angola/CERI-KRISP-K034622/2021|EPI_ISL_9054170|2021-10-15_X0	(11332,11587)	(23604,24424)	hCoV-19/Angola/CERI-KRISP-K034622/2021|EPI_ISL_9054170|2021-10-15	y	42	hCoV-19/Curacao/CW-RIVM-84023/2022|EPI_ISL_9530157|2022-01-12	y	14	13	13	3
RECOMB_2_17_hCoV-19/India/HR-IGIB-606700563035/2021|EPI_ISL_10206175|2021-10-13_hCoV-19/India/AS-DIB-995/2024|EPI_ISL_19266276|2024-06-12_X0	(7124,7124)	(20055,21618)	hCoV-19/India/AS-DIB-995/2024|EPI_ISL_19266276|2024-06-12	y	21	hCoV-19/India/HR-IGIB-606700563035/2021|EPI_ISL_10206175|2021-10-13	y	32	20	20	3
RECOMB_2_8_hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04_hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02_X0	(8389,8393)	(23055,23202)	hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02	y	42	hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04	y	65	16	16	3
RECOMB_2_8_hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04_hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02_X0	(8389,8393)	(23063,23202)	hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02	y	42	hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04	y	65	16	16	3
RECOMB_2_8_hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04_hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02_X0	(8389,8389)	(23063,23202)	hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02	y	42	hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04	y	65	16	16	3
RECOMB_2_8_hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04_hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02_X0	(8389,8393)	(23075,23202)	hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02	y	42	hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04	y	65	16	16	3
RECOMB_2_8_hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04_hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02_X0	(8389,8389)	(23075,23202)	hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02	y	42	hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04	y	65	16	16	3
RECOMB_2_8_hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04_hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02_X0	(8389,8393)	(23048,23202)	hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02	y	42	hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04	y	65	16	16	3
RECOMB_2_8_hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04_hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02_X0	(8389,8389)	(23048,23202)	hCoV-19/Japan/PG-200111/2022|EPI_ISL_10668034|2022-02-02	y	42	hCoV-19/Sichuan/GYCDC-CX382/2024|EPI_ISL_19550348|2024-07-04	y	65	16	16	3
RECOMB_2_12_hCoV-19/Indonesia/SU-BIOKES-I_MDN0957/2024|EPI_ISL_19550191|2024-07-19_hCoV-19/India/MP-AIIMS_B-ICMR-1879/2022|EPI_ISL_15961836|2022-10-14_X0	(11042,11288)	(18163,18204)	hCoV-19/India/MP-AIIMS_B-ICMR-1879/2022|EPI_ISL_15961836|2022-10-14	y	77	hCoV-19/Indonesia/SU-BIOKES-I_MDN0957/2024|EPI_ISL_19550191|2024-07-19	y	16	15	15	3
RECOMB_2_12_hCoV-19/Indonesia/SU-BIOKES-I_MDN0957/2024|EPI_ISL_19550191|2024-07-19_hCoV-19/India/MP-AIIMS_B-ICMR-1879/2022|EPI_ISL_15961836|2022-10-14_X0	(11042,11288)	(17410,17977)	hCoV-19/India/MP-AIIMS_B-ICMR-1879/2022|EPI_ISL_15961836|2022-10-14	y	77	hCoV-19/Indonesia/SU-BIOKES-I_MDN0957/2024|EPI_ISL_19550191|2024-07-19	y	16	15	15	3
